year,N
92,1
92,1
92,3
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,2
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,2
92,1
92,3
92,1
92,1
92,1
92,3
92,1
92,3
92,4
92,2
92,5
92,2
92,11
92,1
92,6
92,6
92,5
92,3
92,4
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,7
92,3
92,4
92,3
92,1
92,3
92,5
92,7
92,1
92,9
92,6
92,10
92,3
92,4
92,3
92,1
92,1
92,1
92,1
92,3
92,3
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,4
92,1
92,3
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,3
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,3
92,4
92,5
92,2
92,1
92,1
92,2
92,6
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,4
92,4
92,2
92,7
92,3
92,3
92,6
92,7
92,5
92,17
92,4
92,7
92,3
92,4
92,2
92,3
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,2
92,2
92,3
92,5
92,5
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,5
92,3
92,5
92,3
92,2
92,1
92,1
92,1
92,1
92,4
92,1
92,1
92,1
92,3
92,2
92,4
92,2
92,5
92,4
92,6
92,1
92,2
92,4
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,3
92,2
92,3
92,3
92,3
92,3
92,1
92,1
92,1
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,1
92,4
92,1
92,2
92,1
92,5
92,2
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,5
92,1
92,3
92,1
92,4
92,3
92,4
92,2
92,8
92,6
92,6
92,3
92,2
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,6
92,2
92,6
92,3
92,4
92,4
92,7
92,3
92,7
92,6
92,11
92,2
92,5
92,4
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,2
92,1
92,2
92,1
92,2
92,2
92,4
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,5
92,1
92,1
92,1
92,2
92,2
92,2
92,5
92,5
92,3
92,3
92,3
92,1
92,2
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,2
92,3
92,3
92,7
92,6
92,3
92,3
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,4
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,2
92,2
92,2
92,1
92,1
92,4
92,2
92,5
92,3
92,11
92,3
92,3
92,7
92,4
92,11
92,2
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,6
92,1
92,2
92,3
92,7
92,6
92,5
92,1
92,6
92,4
92,7
92,4
92,15
92,2
92,8
92,1
92,5
92,2
92,6
92,1
92,1
92,2
92,4
92,3
92,2
92,1
92,1
92,2
92,4
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,4
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,2
92,3
92,3
92,7
92,3
92,5
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,3
92,5
92,1
92,1
92,2
92,2
92,2
92,6
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,4
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,3
92,2
92,4
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,4
92,1
92,4
92,1
92,5
92,2
92,4
92,3
92,3
92,3
92,1
92,5
92,6
92,2
92,1
92,8
92,3
92,11
92,3
92,5
92,6
92,6
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,3
92,2
92,2
92,4
92,5
92,6
92,1
92,4
92,2
92,12
92,6
92,8
92,2
92,14
92,5
92,19
92,2
92,10
92,2
92,2
92,1
92,1
92,2
92,2
92,2
92,3
92,3
92,2
92,1
92,5
92,6
92,3
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,4
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,4
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,6
92,1
92,1
92,2
92,3
92,4
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,9
92,1
92,1
92,1
92,1
92,1
92,5
92,1
92,2
92,2
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,2
92,2
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,2
92,3
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,2
92,2
92,2
92,1
92,1
92,4
92,3
92,6
92,9
92,6
92,5
92,2
92,4
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,3
92,1
92,1
92,3
92,15
92,2
92,3
92,12
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,5
92,1
92,2
92,3
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,3
92,2
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,2
92,2
92,2
92,2
92,1
92,1
92,2
92,5
92,1
92,9
92,1
92,5
92,7
92,5
92,5
92,1
92,1
92,1
92,1
92,1
92,3
92,5
92,1
92,2
92,3
92,1
92,1
92,4
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,2
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,3
92,2
92,2
92,1
92,5
92,4
92,7
92,5
92,8
92,2
92,6
92,2
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,3
92,1
92,2
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,3
92,8
92,2
92,1
92,1
92,3
92,3
92,2
92,2
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,5
92,1
92,2
92,2
92,5
92,4
92,4
92,5
92,4
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,3
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,1
92,3
92,2
92,2
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,4
92,1
92,7
92,3
92,6
92,4
92,5
92,3
92,10
92,9
92,7
92,4
92,10
92,8
92,4
92,3
92,1
92,1
92,2
92,1
92,1
92,5
92,2
92,3
92,2
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,3
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,4
92,2
92,2
92,8
92,1
92,6
92,1
92,1
92,1
92,1
92,3
92,4
92,1
92,5
92,3
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,5
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,1
92,3
92,1
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,5
92,3
92,1
92,2
92,1
92,2
92,2
92,1
92,3
92,2
92,5
92,2
92,5
92,2
92,9
92,1
92,6
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,3
92,2
92,2
92,3
92,2
92,1
92,2
92,2
92,1
92,4
92,4
92,4
92,2
92,7
92,3
92,3
92,8
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,2
92,1
92,2
92,3
92,3
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,2
92,3
92,4
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,1
92,3
92,2
92,1
92,2
92,2
92,2
92,1
92,4
92,2
92,3
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,2
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,2
92,4
92,3
92,9
92,10
92,3
92,4
92,5
92,3
92,3
92,3
92,1
92,1
92,1
92,2
92,2
92,2
92,1
92,1
92,4
92,4
92,3
92,2
92,9
92,2
92,10
92,5
92,8
92,1
92,5
92,2
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,3
92,2
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,1
92,1
92,4
92,2
92,2
92,3
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,3
92,3
92,1
92,5
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,3
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,5
92,6
92,11
92,1
92,3
92,6
92,3
92,5
92,2
92,1
92,1
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,4
92,2
92,6
92,1
92,5
92,1
92,3
92,6
92,4
92,4
92,9
92,9
92,10
92,7
92,3
92,2
92,6
92,4
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,4
92,2
92,2
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,5
92,3
92,4
92,2
92,3
92,1
92,5
92,1
92,2
92,1
92,3
92,1
92,1
92,3
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,3
92,2
92,3
92,1
92,2
92,1
92,3
92,3
92,3
92,2
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,2
92,1
92,4
92,2
92,3
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,5
92,3
92,1
92,3
92,1
92,1
92,5
92,4
92,2
92,1
92,2
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,3
92,5
92,2
92,4
92,1
92,4
92,1
92,4
92,4
92,6
92,3
92,5
92,7
92,4
92,7
92,5
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,2
92,1
92,4
92,5
92,4
92,6
92,5
92,11
92,10
92,14
92,5
92,11
92,8
92,13
92,3
92,12
92,11
92,23
92,7
92,22
92,7
92,5
92,1
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,1
92,3
92,3
92,4
92,3
92,8
92,7
92,9
92,12
92,6
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,2
92,1
92,3
92,1
92,3
92,1
92,11
92,5
92,5
92,3
92,4
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,6
92,3
92,4
92,2
92,3
92,1
92,1
92,2
92,2
92,2
92,2
92,5
92,1
92,3
92,4
92,3
92,6
92,4
92,5
92,6
92,4
92,7
92,6
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,4
92,6
92,1
92,7
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,1
92,1
92,1
92,5
92,2
92,6
92,5
92,1
92,3
92,1
92,3
92,2
92,2
92,1
92,3
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,3
92,2
92,1
92,4
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,7
92,4
92,3
92,2
92,2
92,2
92,1
92,3
92,1
92,2
92,2
92,2
92,2
92,2
92,2
92,5
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,3
92,2
92,2
92,3
92,3
92,5
92,5
92,6
92,1
92,13
92,2
92,9
92,1
92,1
92,4
92,5
92,3
92,4
92,8
92,16
92,7
92,24
92,6
92,9
92,7
92,9
92,5
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,2
92,1
92,4
92,2
92,4
92,4
92,9
92,7
92,4
92,13
92,2
92,8
92,7
92,19
92,4
92,9
92,2
92,19
92,9
92,9
92,5
92,8
92,4
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,4
92,3
92,4
92,7
92,4
92,2
92,3
92,1
92,2
92,1
92,3
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,2
92,2
92,1
92,2
92,5
92,3
92,4
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,3
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,6
92,6
92,3
92,4
92,1
92,5
92,5
92,7
92,4
92,4
92,3
92,4
92,2
92,1
92,1
92,1
92,2
92,1
92,3
92,3
92,4
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,4
92,3
92,2
92,1
92,3
92,3
92,1
92,3
92,2
92,2
92,1
92,2
92,2
92,2
92,2
92,1
92,1
92,1
92,3
92,3
92,7
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,6
92,1
92,2
92,1
92,4
92,1
92,5
92,1
92,3
92,2
92,1
92,1
92,3
92,1
92,1
92,2
92,3
92,3
92,2
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,2
92,3
92,3
92,3
92,1
92,6
92,1
92,5
92,3
92,1
92,1
92,5
92,1
92,5
92,6
92,9
92,10
92,13
92,12
92,6
92,12
92,5
92,8
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,3
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,1
92,1
92,3
92,1
92,5
92,2
92,4
92,2
92,2
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,6
92,2
92,11
92,13
92,11
92,9
92,20
92,7
92,16
92,15
92,36
92,11
92,23
92,13
92,36
92,16
92,37
92,15
92,22
92,11
92,8
92,6
92,2
92,1
92,1
92,3
92,1
92,1
92,4
92,3
92,5
92,8
92,5
92,10
92,9
92,11
92,9
92,2
92,1
92,4
92,4
92,1
92,1
92,2
92,1
92,1
92,6
92,1
92,6
92,2
92,5
92,5
92,11
92,2
92,12
92,5
92,12
92,9
92,19
92,10
92,11
92,12
92,9
92,6
92,3
92,1
92,2
92,4
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,3
92,6
92,4
92,6
92,5
92,5
92,3
92,6
92,11
92,8
92,4
92,13
92,12
92,14
92,8
92,5
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,6
92,2
92,1
92,8
92,2
92,7
92,2
92,3
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,4
92,6
92,1
92,2
92,1
92,3
92,2
92,1
92,3
92,1
92,3
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,2
92,4
92,6
92,2
92,7
92,5
92,3
92,4
92,3
92,2
92,1
92,2
92,1
92,2
92,2
92,1
92,3
92,2
92,1
92,6
92,5
92,5
92,1
92,1
92,1
92,6
92,1
92,3
92,1
92,2
92,1
92,2
92,3
92,5
92,6
92,1
92,5
92,2
92,2
92,1
92,1
92,2
92,2
92,3
92,3
92,1
92,3
92,2
92,3
92,1
92,2
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,7
92,1
92,3
92,3
92,1
92,5
92,6
92,3
92,14
92,8
92,13
92,10
92,20
92,8
92,21
92,21
92,15
92,7
92,9
92,4
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,8
92,2
92,4
92,3
92,1
92,1
92,5
92,6
92,9
92,10
92,13
92,7
92,14
92,4
92,17
92,8
92,11
92,6
92,5
92,2
92,1
92,1
92,1
92,4
92,1
92,4
92,2
92,1
92,2
92,2
92,4
92,3
92,7
92,2
92,3
92,1
92,4
92,1
92,1
92,2
92,2
92,1
92,3
92,2
92,4
92,5
92,3
92,10
92,3
92,4
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,4
92,4
92,3
92,6
92,5
92,5
92,6
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,4
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,5
92,1
92,3
92,2
92,1
92,2
92,1
92,3
92,1
92,2
92,2
92,2
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,2
92,5
92,6
92,3
92,4
92,6
92,8
92,10
92,12
92,8
92,13
92,8
92,5
92,4
92,3
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,6
92,1
92,4
92,3
92,6
92,4
92,5
92,2
92,8
92,2
92,3
92,3
92,11
92,6
92,17
92,7
92,9
92,2
92,8
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,2
92,4
92,4
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,5
92,4
92,1
92,6
92,1
92,6
92,9
92,5
92,4
92,3
92,3
92,1
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,3
92,5
92,5
92,3
92,5
92,5
92,3
92,1
92,1
92,2
92,2
92,6
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,3
92,2
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,2
92,5
92,1
92,2
92,2
92,1
92,1
92,2
92,4
92,3
92,3
92,1
92,2
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,5
92,2
92,1
92,1
92,2
92,5
92,8
92,3
92,8
92,8
92,10
92,2
92,9
92,6
92,7
92,5
92,3
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,2
92,3
92,6
92,4
92,6
92,1
92,3
92,1
92,7
92,3
92,3
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,2
92,2
92,2
92,4
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,1
92,3
92,4
92,3
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,5
92,2
92,2
92,3
92,4
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,2
92,4
92,5
92,5
92,2
92,1
92,4
92,5
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,2
92,4
92,6
92,2
92,7
92,10
92,15
92,4
92,8
92,9
92,20
92,8
92,24
92,6
92,17
92,13
92,21
92,7
92,6
92,9
92,5
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,3
92,9
92,6
92,4
92,2
92,5
92,2
92,5
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,5
92,2
92,1
92,1
92,3
92,1
92,5
92,6
92,2
92,3
92,2
92,4
92,3
92,5
92,2
92,2
92,2
92,2
92,1
92,1
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,8
92,2
92,4
92,6
92,6
92,1
92,4
92,3
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,3
92,1
92,6
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,1
92,1
92,4
92,2
92,2
92,4
92,1
92,1
92,2
92,1
92,4
92,2
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,3
92,2
92,2
92,5
92,4
92,3
92,4
92,1
92,2
92,3
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,4
92,2
92,4
92,1
92,3
92,3
92,4
92,1
92,2
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,4
92,1
92,1
92,2
92,3
92,4
92,2
92,3
92,4
92,4
92,10
92,4
92,8
92,6
92,13
92,12
92,5
92,6
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,4
92,2
92,7
92,1
92,6
92,2
92,5
92,4
92,8
92,4
92,8
92,4
92,11
92,5
92,5
92,6
92,3
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,7
92,2
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,4
92,2
92,4
92,3
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,1
92,2
92,2
92,3
92,2
92,2
92,5
92,2
92,1
92,2
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
