year,N
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,4
92,2
92,8
92,2
92,4
92,4
92,7
92,3
92,9
92,3
92,16
92,5
92,19
92,15
92,27
92,6
92,16
92,13
92,9
92,1
92,7
92,3
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,5
92,5
92,5
92,7
92,11
92,1
92,8
92,5
92,13
92,9
92,14
92,21
92,22
92,10
92,27
92,17
92,16
92,13
92,12
92,4
92,4
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,5
92,2
92,5
92,3
92,3
92,7
92,1
92,7
92,1
92,17
92,4
92,18
92,6
92,12
92,5
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,4
92,1
92,3
92,3
92,1
92,2
92,1
92,1
92,2
92,1
92,3
92,3
92,1
92,2
92,1
92,1
92,6
92,2
92,7
92,2
92,7
92,3
92,5
92,3
92,4
92,2
92,2
92,4
92,4
92,3
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,4
92,2
92,3
92,1
92,3
92,4
92,3
92,4
92,3
92,5
92,4
92,6
92,2
92,6
92,1
92,4
92,3
92,2
92,2
92,1
92,2
92,1
92,2
92,1
92,2
92,3
92,3
92,4
92,2
92,1
92,2
92,1
92,1
92,3
92,5
92,3
92,5
92,1
92,5
92,1
92,7
92,1
92,4
92,4
92,4
92,1
92,5
92,2
92,9
92,3
92,1
92,4
92,2
92,4
92,4
92,1
92,3
92,2
92,1
92,1
92,1
92,3
92,2
92,2
92,4
92,3
92,2
92,2
92,3
92,2
92,5
92,1
92,3
92,1
92,4
92,1
92,3
92,1
92,2
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,5
92,3
92,2
92,5
92,5
92,3
92,18
92,4
92,13
92,4
92,13
92,7
92,9
92,8
92,12
92,6
92,13
92,6
92,20
92,17
92,28
92,17
92,55
92,24
92,50
92,21
92,21
92,7
92,13
92,4
92,6
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,2
92,3
92,1
92,2
92,4
92,8
92,12
92,25
92,20
92,30
92,15
92,36
92,24
92,30
92,16
92,46
92,21
92,37
92,27
92,48
92,24
92,37
92,13
92,20
92,10
92,7
92,1
92,2
92,2
92,1
92,4
92,3
92,1
92,5
92,4
92,3
92,6
92,7
92,13
92,6
92,16
92,19
92,13
92,7
92,21
92,13
92,11
92,11
92,5
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,4
92,2
92,7
92,2
92,9
92,2
92,5
92,6
92,15
92,6
92,12
92,12
92,21
92,12
92,12
92,10
92,11
92,4
92,3
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,8
92,3
92,6
92,3
92,4
92,5
92,13
92,7
92,15
92,8
92,20
92,11
92,19
92,17
92,10
92,13
92,8
92,3
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,3
92,5
92,2
92,3
92,6
92,7
92,4
92,7
92,6
92,5
92,8
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,13
92,12
92,1
92,14
92,2
92,2
92,3
92,6
92,3
92,4
92,3
92,2
92,4
92,3
92,2
92,1
92,1
92,2
92,1
92,1
92,3
92,3
92,2
92,2
92,4
92,5
92,7
92,7
92,5
92,5
92,3
92,3
92,2
92,1
92,1
92,1
92,4
92,3
92,1
92,1
92,1
92,1
92,2
92,5
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,5
92,2
92,5
92,3
92,6
92,8
92,1
92,5
92,5
92,1
92,5
92,3
92,3
92,2
92,2
92,3
92,1
92,3
92,2
92,1
92,1
92,2
92,1
92,2
92,5
92,2
92,6
92,1
92,3
92,5
92,1
92,3
92,9
92,2
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,3
92,3
92,3
92,5
92,3
92,10
92,6
92,2
92,13
92,3
92,13
92,3
92,19
92,4
92,13
92,4
92,12
92,5
92,15
92,7
92,24
92,15
92,33
92,12
92,17
92,24
92,22
92,10
92,4
92,5
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,2
92,3
92,1
92,5
92,2
92,7
92,4
92,12
92,16
92,8
92,13
92,9
92,22
92,15
92,16
92,14
92,17
92,19
92,21
92,20
92,31
92,13
92,24
92,7
92,18
92,2
92,1
92,2
92,1
92,2
92,2
92,1
92,2
92,6
92,1
92,4
92,1
92,9
92,10
92,7
92,7
92,5
92,5
92,4
92,5
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,6
92,4
92,4
92,4
92,6
92,3
92,3
92,6
92,7
92,15
92,9
92,15
92,9
92,7
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,3
92,7
92,5
92,2
92,2
92,1
92,1
92,7
92,11
92,3
92,21
92,8
92,10
92,6
92,5
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,5
92,3
92,4
92,1
92,5
92,3
92,1
92,3
92,6
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,5
92,3
92,3
92,5
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,3
92,1
92,1
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,2
92,3
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,3
92,1
92,2
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,2
92,2
92,4
92,1
92,4
92,4
92,5
92,4
92,11
92,3
92,1
92,3
92,4
92,8
92,10
92,23
92,14
92,27
92,11
92,27
92,9
92,22
92,13
92,6
92,4
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,2
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,4
92,5
92,2
92,6
92,6
92,15
92,9
92,22
92,26
92,24
92,29
92,17
92,29
92,16
92,38
92,19
92,29
92,20
92,52
92,14
92,52
92,11
92,31
92,11
92,12
92,1
92,7
92,1
92,1
92,2
92,2
92,1
92,2
92,7
92,4
92,6
92,5
92,5
92,15
92,11
92,7
92,10
92,16
92,18
92,17
92,11
92,4
92,8
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,5
92,2
92,5
92,1
92,5
92,6
92,10
92,4
92,7
92,9
92,16
92,9
92,25
92,12
92,25
92,8
92,16
92,8
92,4
92,3
92,1
92,1
92,1
92,3
92,2
92,3
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,1
92,3
92,5
92,6
92,6
92,4
92,2
92,10
92,4
92,11
92,7
92,16
92,9
92,19
92,12
92,13
92,12
92,4
92,2
92,1
92,2
92,1
92,1
92,4
92,1
92,3
92,1
92,1
92,1
92,2
92,1
92,4
92,1
92,8
92,6
92,11
92,3
92,9
92,2
92,5
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,4
92,3
92,4
92,2
92,4
92,3
92,1
92,2
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,3
92,2
92,3
92,8
92,8
92,3
92,3
92,4
92,3
92,4
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,5
92,3
92,2
92,4
92,3
92,1
92,5
92,1
92,6
92,2
92,3
92,3
92,2
92,4
92,1
92,1
92,1
92,6
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,4
92,3
92,1
92,2
92,3
92,1
92,1
92,2
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,1
92,2
92,1
92,4
92,1
92,2
92,3
92,5
92,1
92,5
92,3
92,7
92,3
92,5
92,2
92,15
92,3
92,8
92,8
92,4
92,9
92,4
92,9
92,5
92,28
92,19
92,38
92,17
92,44
92,23
92,28
92,14
92,9
92,4
92,2
92,1
92,2
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,5
92,4
92,5
92,8
92,8
92,15
92,14
92,18
92,17
92,9
92,20
92,24
92,10
92,26
92,16
92,32
92,18
92,45
92,12
92,26
92,7
92,12
92,2
92,5
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,1
92,2
92,3
92,4
92,8
92,7
92,3
92,4
92,7
92,11
92,10
92,7
92,5
92,3
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,5
92,1
92,5
92,1
92,5
92,4
92,1
92,3
92,5
92,5
92,13
92,8
92,22
92,5
92,21
92,10
92,12
92,2
92,5
92,2
92,1
92,1
92,3
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,4
92,3
92,4
92,2
92,6
92,8
92,7
92,17
92,7
92,14
92,13
92,8
92,10
92,10
92,4
92,3
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,3
92,9
92,6
92,9
92,7
92,19
92,6
92,10
92,4
92,5
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,5
92,1
92,5
92,1
92,3
92,4
92,2
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,1
92,1
92,4
92,3
92,5
92,4
92,7
92,2
92,3
92,4
92,2
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,4
92,1
92,5
92,3
92,4
92,1
92,4
92,1
92,2
92,2
92,1
92,2
92,2
92,3
92,3
92,3
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,4
92,1
92,2
92,4
92,4
92,2
92,4
92,2
92,1
92,2
92,1
92,3
92,3
92,3
92,1
92,3
92,3
92,1
92,1
92,1
92,1
92,4
92,1
92,3
92,4
92,1
92,2
92,4
92,1
92,7
92,4
92,11
92,4
92,4
92,2
92,7
92,4
92,12
92,7
92,17
92,20
92,37
92,21
92,38
92,12
92,24
92,14
92,13
92,2
92,5
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,5
92,4
92,5
92,3
92,12
92,11
92,17
92,22
92,16
92,24
92,12
92,17
92,19
92,18
92,18
92,30
92,10
92,23
92,7
92,26
92,6
92,17
92,4
92,7
92,2
92,3
92,1
92,2
92,1
92,7
92,5
92,7
92,8
92,7
92,12
92,10
92,13
92,11
92,8
92,9
92,10
92,3
92,4
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,2
92,7
92,1
92,3
92,2
92,9
92,8
92,5
92,11
92,4
92,8
92,8
92,9
92,10
92,2
92,2
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,3
92,4
92,5
92,5
92,7
92,2
92,9
92,4
92,9
92,4
92,8
92,6
92,11
92,8
92,10
92,10
92,2
92,4
92,2
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,1
92,2
92,1
92,6
92,3
92,3
92,4
92,3
92,1
92,1
92,1
92,1
92,2
92,4
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,5
92,3
92,2
92,10
92,2
92,10
92,3
92,3
92,6
92,1
92,1
92,3
92,3
92,1
92,1
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,2
92,2
92,2
92,1
92,2
92,5
92,1
92,4
92,2
92,2
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,5
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,6
92,4
92,5
92,2
92,2
92,2
92,1
92,6
92,6
92,2
92,1
92,6
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,2
92,5
92,2
92,4
92,2
92,5
92,3
92,4
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,4
92,5
92,4
92,4
92,5
92,5
92,4
92,5
92,8
92,8
92,12
92,3
92,16
92,3
92,6
92,6
92,11
92,4
92,8
92,3
92,13
92,9
92,17
92,8
92,10
92,9
92,9
92,8
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,5
92,3
92,9
92,6
92,14
92,9
92,25
92,7
92,5
92,6
92,18
92,5
92,6
92,6
92,17
92,13
92,11
92,1
92,10
92,2
92,4
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,3
92,2
92,2
92,11
92,5
92,3
92,4
92,4
92,3
92,5
92,3
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,2
92,6
92,2
92,1
92,4
92,2
92,3
92,3
92,2
92,3
92,1
92,1
92,2
92,1
92,5
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,8
92,1
92,3
92,8
92,3
92,2
92,9
92,7
92,5
92,6
92,2
92,4
92,1
92,1
92,2
92,2
92,1
92,4
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,4
92,1
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,3
92,2
92,4
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,3
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,3
92,3
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,3
92,4
92,2
92,2
92,5
92,3
92,2
92,8
92,3
92,4
92,1
92,3
92,2
92,7
92,3
92,11
92,5
92,10
92,2
92,7
92,2
92,12
92,5
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,3
92,2
92,3
92,3
92,3
92,2
92,4
92,3
92,7
92,5
92,12
92,7
92,10
92,6
92,9
92,5
92,4
92,4
92,1
92,1
92,2
92,1
92,1
92,2
92,2
92,1
92,6
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,2
92,3
92,2
92,1
92,4
92,3
92,6
92,5
92,3
92,2
92,5
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,4
92,2
92,2
92,2
92,3
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,2
92,2
92,1
92,1
92,3
92,1
92,2
92,2
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,2
92,3
92,2
92,1
92,2
92,9
92,5
92,6
92,3
92,11
92,3
92,2
92,4
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,2
92,2
92,1
92,4
92,1
92,7
92,3
92,1
92,5
92,6
92,9
92,2
92,11
92,2
92,22
92,4
92,9
92,4
92,5
92,2
92,6
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,4
92,1
92,2
92,2
92,2
92,3
92,7
92,3
92,2
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,4
92,3
92,1
92,3
92,7
92,4
92,7
92,2
92,3
92,1
92,4
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,4
92,2
92,1
92,1
92,3
92,8
92,5
92,5
92,2
92,3
92,4
92,2
92,1
92,2
92,2
92,3
92,3
92,1
92,5
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,3
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,2
92,4
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,1
92,3
92,4
92,1
92,2
92,3
92,2
92,2
92,2
92,4
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,3
92,1
92,3
92,1
92,7
92,1
92,1
92,1
92,5
92,3
92,8
92,1
92,6
92,1
92,13
92,3
92,16
92,5
92,12
92,4
92,4
92,2
92,4
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,2
92,5
92,7
92,5
92,9
92,5
92,1
92,6
92,6
92,9
92,4
92,7
92,5
92,11
92,7
92,9
92,4
92,8
92,4
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,5
92,3
92,2
92,7
92,6
92,4
92,3
92,6
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,6
92,2
92,5
92,2
92,4
92,1
92,5
92,1
92,3
92,2
92,2
92,4
92,4
92,5
92,3
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,3
92,5
92,2
92,2
92,4
92,11
92,5
92,5
92,2
92,4
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,5
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,2
92,1
92,3
92,1
92,2
92,1
92,1
92,1
92,2
92,3
92,1
92,1
92,2
92,2
92,1
92,1
92,2
92,1
92,2
92,3
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,2
92,4
92,2
92,1
92,2
92,3
92,5
92,2
92,10
92,3
92,6
92,9
92,13
92,10
92,10
92,10
92,5
92,3
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,4
92,4
92,13
92,3
92,6
92,4
92,7
92,1
92,6
92,13
92,14
92,10
92,9
92,12
92,19
92,12
92,17
92,5
92,14
92,7
92,9
92,1
92,1
92,1
92,1
92,1
92,5
92,2
92,2
92,2
92,4
92,3
92,4
92,4
92,9
92,5
92,3
92,1
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,3
92,1
92,1
92,4
92,4
92,3
92,1
92,4
92,7
92,3
92,7
92,5
92,3
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,1
92,3
92,1
92,4
92,1
92,1
92,2
92,4
92,3
92,5
92,7
92,5
92,4
92,12
92,11
92,5
92,4
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,4
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,5
92,3
92,1
92,1
92,1
92,3
92,3
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,5
92,3
92,1
92,2
92,1
92,5
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,4
92,1
92,5
92,1
92,1
92,2
92,2
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,5
92,1
92,2
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,3
92,3
92,4
92,12
92,4
92,3
92,2
92,1
92,3
92,1
92,10
92,6
92,12
92,1
92,19
92,10
92,13
92,9
92,11
92,5
92,7
92,4
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,4
92,1
92,5
92,2
92,6
92,3
92,8
92,11
92,15
92,10
92,14
92,3
92,5
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,3
92,2
92,3
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,1
92,2
92,5
92,1
92,2
92,2
92,2
92,7
92,8
92,5
92,4
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,5
92,6
92,3
92,4
92,4
92,3
92,4
92,3
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,6
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,4
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,3
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,2
92,5
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,1
92,2
92,1
92,3
92,2
92,2
92,1
92,8
92,3
92,9
92,1
92,11
92,5
92,12
92,3
92,9
92,3
92,4
92,4
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,3
92,7
92,4
92,8
92,10
92,6
92,22
92,15
92,11
92,6
92,13
92,10
92,17
92,10
92,17
92,10
92,20
92,4
92,27
92,2
92,5
92,1
92,2
92,3
92,2
92,2
92,1
92,2
92,2
92,2
92,3
92,6
92,5
92,5
92,8
92,4
92,3
92,5
92,3
92,8
92,3
92,3
92,3
92,1
92,1
92,2
92,2
92,1
92,3
92,1
92,1
92,3
92,5
92,4
92,1
92,1
92,9
92,6
92,11
92,4
92,7
92,2
92,3
92,3
92,2
92,1
92,1
92,3
92,1
92,1
92,1
92,4
92,3
92,3
92,5
92,2
92,2
92,4
92,6
92,5
92,3
92,2
92,10
92,5
92,4
92,5
92,5
92,1
92,5
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,2
92,2
92,3
92,2
92,3
92,2
92,4
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,4
92,1
92,2
92,5
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,3
92,2
92,2
92,2
92,2
92,1
92,2
92,2
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,4
92,8
92,1
92,1
92,4
92,3
92,1
92,5
92,2
92,2
92,1
92,2
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,2
92,3
92,2
92,7
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,3
92,4
92,2
92,4
92,1
92,2
92,8
92,2
92,7
92,8
92,2
92,8
92,3
92,11
92,3
92,5
92,4
92,7
92,1
92,11
92,12
92,15
92,12
92,17
92,5
92,4
92,6
92,1
92,4
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,3
92,5
92,2
92,4
92,3
92,12
92,6
92,13
92,4
92,8
92,5
92,17
92,9
92,13
92,10
92,16
92,7
92,10
92,5
92,6
92,2
92,5
92,1
92,1
92,1
92,1
92,1
92,3
92,3
92,1
92,5
92,1
92,3
92,6
92,7
92,3
92,4
92,1
92,1
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,2
92,1
92,3
92,6
92,2
92,4
92,3
92,8
92,2
92,4
92,3
92,2
92,3
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,3
92,8
92,3
92,3
92,1
92,3
92,1
92,2
92,2
92,5
92,5
92,4
92,3
92,2
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,6
92,2
92,3
92,1
92,3
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,4
92,1
92,2
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,4
92,2
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,3
92,2
92,1
92,1
92,2
92,1
92,2
92,3
92,3
92,1
92,1
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,2
92,2
92,2
92,1
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,1
92,2
92,3
92,3
92,1
92,7
92,1
92,4
92,1
92,7
92,1
92,3
92,3
92,5
92,2
92,4
92,4
92,2
92,4
92,8
92,12
92,10
92,7
92,1
92,7
92,2
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,2
92,1
92,3
92,5
92,6
92,3
92,4
92,3
92,4
92,3
92,3
92,3
92,13
92,7
92,4
92,3
92,3
92,2
92,1
92,1
92,1
92,2
92,2
92,2
92,2
92,3
92,3
92,1
92,3
92,2
92,2
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,2
92,4
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,2
92,1
92,3
92,3
92,5
92,1
92,5
92,3
92,2
92,4
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,2
92,1
92,1
92,1
92,2
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,2
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,1
92,2
92,1
92,3
92,3
92,2
92,1
92,4
92,1
92,1
92,1
92,3
92,2
92,2
92,1
92,3
92,3
92,2
92,6
92,1
92,4
92,1
92,7
92,2
92,1
92,1
92,1
92,1
